id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4190,LFPT,medium_airport,Aérodrome de Pontoise - Cormeilles en Vexin,49.096667,2.040833,325,EU,FR,FR-IDF,Cormeilles-en-Vexin,no,LFPT,POX,,,https://en.wikipedia.org/wiki/Pontoise_%E2%80%93_Cormeilles_Aerodrome,
6524,00AK,small_airport,Lowell Field,59.94919968,-151.6959991,450,NA,US,US-AK,Anchor Point,no,00AK,,00AK,,,
28989,LFQS,small_airport,Vitry en Artois Airfield,50.338299,2.99333,174,EU,FR,FR-HDF,,no,LFQS,,,,,
6549,00MO,small_airport,Cooper Flying Service Airport,37.20280075,-94.41239929,970,NA,US,US-MO,Alba,no,00MO,,00MO,,,5K8
4206,LFRB,medium_airport,Brest Bretagne Airport,48.44789886,-4.418540001,325,EU,FR,FR-BRE,Brest/Guipavas,yes,LFRB,BES,,,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport,
6556,00OI,heliport,Miami Valley Hospital Heliport,39.74530029,-84.18740082,905,NA,US,US-OH,Dayton,no,00OI,,00OI,,,
6558,00PA,heliport,R J D Heliport,39.94889832,-75.74690247,402,NA,US,US-PA,Coatesville,no,00PA,,00PA,,,
4215,LFRK,medium_airport,Caen-Carpiquet Airport,49.1733017,-0.449999988,256,EU,FR,FR-NOR,Caen/Carpiquet,yes,LFRK,CFR,,,https://en.wikipedia.org/wiki/Caen_-_Carpiquet_Airport,
6567,00UT,closed,Clear Creek Ranch Airport,37.247799,-112.821998,6138,NA,US,US-UT,Kanab,no,,,,,,"00UT, U21"
6568,00VA,small_airport,Vaughan Airport,36.57600021,-78.9991684,551,NA,US,US-VA,Alton,no,00VA,,00VA,,,
4225,LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667,13,EU,FR,FR-PDL,Saint-Nazaire/Montoir,no,LFRZ,SNR,,,,
4234,LFSN,medium_airport,Nancy-Essey Airport,48.69210052,6.230460167,751,EU,FR,FR-GES,Nancy/Essey,no,LFSN,ENC,,,,
29002,LFSU,small_airport,Langres Rolampont Airfield,47.964804,5.293663,1378,EU,FR,FR-GES,Langres,no,LFSU,,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Langres_-_Rolampont,
6596,01IS,small_airport,William E. Koenig Airport,39.01620102,-90.31819916,670,NA,US,US-IL,Dow,no,01IS,,01IS,,,
29008,LFTP,small_airport,Puimoisson Airfield,43.86889,6.16278,2523,EU,FR,FR-PAC,Hyeres,no,LFTP,,,http://www.puivolavoile.com/?lang=en,,
45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630,NA,US,US-NM,Artesia,no,01NM,,01NM,,,
29023,LFYK,small_airport,Marville Montmédy Airfield,49.459202,5.4025,909,EU,FR,FR-GES,,no,,,LF5526,,,
29028,LFYT,closed,Saint-Simon - Clastres Air Base,49.757542,3.21598,295,EU,FR,FR-HDF,,no,LFYT,,,,https://en.wikipedia.org/wiki/Saint-Simon_%E2%80%93_Clastres_Air_Base,
43498,FR-0158,small_airport,Beauvoir-Sur-Mer,46.89014816,-2.088155984,10,EU,FR,FR-PDL,Beauvoir-Sur-Mer,no,LFFO,,,,,
43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264,NA,US,US-AR,Little Rock,no,,,,,,02AR
38808,AR-0133,heliport,El Capricho Heliport,-34.2325,-59.3158,98,SA,AR,AR-B,Chenaut,no,,,HCO,,,
6661,02ME,small_airport,Nadeau's Airfield,43.5373,-70.929397,700,NA,US,US-ME,Acton,no,02ME,,02ME,,,Old Acton Airfield
30139,LGML,small_airport,Milos Airport,36.696899,24.4769,10,EU,GR,GR-82,Milos Island,yes,LGML,MLO,,,https://en.wikipedia.org/wiki/Milos_Island_National_Airport,
6663,02MN,small_airport,Greenbush Municipal Airport,48.68330002,-96.19200134,1070,NA,US,US-MN,Greenbush,no,02MN,,02MN,,,
307953,GB-0122,closed,RAF Bitteswell,52.459444,-1.246111,,EU,GB,GB-ENG,Leicestershire,no,,,,,https://en.wikipedia.org/wiki/RAF_Bitteswell,
6676,02OR,small_airport,Rowena Dell Airport,45.68149948,-121.3160019,705,NA,US,US-OR,The Dalles,no,02OR,,02OR,,,
4285,LGSP,small_airport,Sparti Airport,36.97389984,22.52630043,500,EU,GR,GR-16,Sparti,no,LGSP,SPJ,,,,
6679,02PN,heliport,Peco Berwyn Heliport,40.06959915,-75.4552002,390,NA,US,US-PA,Berwyn,no,02PN,,02PN,,,
4294,LGTT,small_airport,Tatoi Airport,38.10889816,23.78380013,785,EU,GR,GR-A1,Tatoi,no,LGTT,,,,,
6691,02VG,heliport,Northstar Aviation Heliport,36.63880157,-82.11669922,1850,NA,US,US-VA,Bristol,no,02VG,,02VG,,,
43993,LHBA,closed,Balassagyarmat Airfield,48.078037,19.321749,466,EU,HU,HU-NO,Balassagyarmat,no,LHBA,,,,,
6694,02WN,small_airport,Fowler Field,48.74580002,-119.3190002,2150,NA,US,US-WA,Tonasket,no,02WN,,02WN,,,
29732,LHBS,small_airport,Budaörs Airfield,47.451099,18.9806,397,EU,HU,HU-BU,Budaörs,no,LHBS,,,,,
6697,03AL,heliport,Highland Medical Center Heliport,34.662604,-86.046774,628,NA,US,US-AL,Scottsboro,no,03AL,,03AL,,,Jackson County Hospital Heliport
6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634,NA,US,US-CA,La Mesa,no,03CA,,03CA,,,
309451,LHER,small_airport,Eger Apollo Airfield,47.9052,20.4055,790,EU,HU,HU-HE,Eger,no,LHER,,,http://www.halley.hu,,
6704,03FL,heliport,Ranger Heliport,26.68370056,-80.18730164,20,NA,US,US-FL,West Palm Beach,no,03FL,,03FL,,,
43512,FR-0172,heliport,Centre Hospitalier Heliport,50.1538887,2.353332996,236,EU,FR,FR-HDF,Doullens,no,,,,,,
6708,03II,small_airport,Davis Field Ultralightport,37.9620018,-87.77890015,465,NA,US,US-IN,Mount Vernon,no,03II,,03II,,,
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,38.904999,-90.173401,580,NA,US,US-IL,Alton,no,03IS,,03IS,,,St Anthony's Hospital
6712,03KS,heliport,Valley Grain Heliport,39.86470032,-95.26409912,1160,NA,US,US-KS,Highland,no,03KS,,03KS,,,
6553,00NJ,heliport,Colgate-Piscataway Heliport,40.52090073,-74.47460175,78,NA,US,US-NJ,New Brunswick,no,00NJ,,00NJ,,,
38819,AR-0144,heliport,Estancia Haychol Heliport,-38.6481,-70.6775,3447,SA,AR,AR-Q,Las Lajas,no,,,HHL,,,
317557,LHKT,small_airport,Kadarkút,46.2462,17.6088,,EU,HU,HU-SO,,no,LHKT,,,,,
325366,LHP,closed,Lehu Airport,-6.527493,155.712442,1770,OC,PG,PG-NSB,Lehu,no,,LHP,LEHU,,,
318138,LHUH,small_airport,Úrhida,47.1263889,18.3116667,633,EU,HU,HU-FE,Sárszentmihály,no,LHUH,,,,,
29414,LIAF,small_airport,Foligno Airport,42.9328,12.7101,730,EU,IT,IT-55,Foligno (PG),no,LIAF,,PG02,,,
6758,04CT,heliport,Shingle Mill Heliport,41.75510025,-73.05239868,880,NA,US,US-CT,Harwinton,no,04CT,,04CT,,,
317011,LIBH,heliport,Marina di Ginosa Heliport,40.424107,16.887501,26,EU,IT,IT-75,Marina di Ginosa,no,LIBH,,,,,
6559,00PS,closed,Thomas Field,40.3778,-77.365303,815,NA,US,US-PA,Loysville,no,,,,,,00PS
25899,WS05,closed,Lonely Pines Airport,45.4772,-90.625098,1365,NA,US,US-WI,Kennan,no,,,,,,WS05
6768,04KS,heliport,Robinson Industries Heliport,38.97890091,-95.21970367,835,NA,US,US-KS,Lawrence,no,04KS,,04KS,,,
6773,04MA,closed,Goddard Field (Airport),42.80979919,-71.1391983,200,NA,US,US-MA,Haverhill,no,04MA,,04MA,,,
29421,LIDL,small_airport,Legnago Airport,45.133202,11.2922,30,EU,IT,IT-34,Legnago,no,LIDL,,VR09,,,
6789,04PA,heliport,S & C Distribution Center Heliport,39.87929916,-75.22879791,50,NA,US,US-PA,Philadelphia,no,04PA,,04PA,,,
331921,LIDS,closed,San Leo,43.9194444,12.32,,EU,IT,IT-57,,no,LIDS,,,,,
30298,LIDV,small_airport,Prati Vecchi D'Aguscello Airport,44.790298,11.6692,20,EU,IT,IT-45,Ferrara (FE),no,LIDV,,FE02,,,
29748,LILC,small_airport,Calcinate Del Pesce Airport,45.8097,8.76806,797,EU,IT,IT-25,Varese (VA),no,LILC,,VA01,,,
4335,LILE,medium_airport,Biella-Cerrione Airport,45.4953,8.10278,920,EU,IT,IT-21,Biella (BI),no,LILE,,BI03,http://www.aeroportobiella.it/,https://en.wikipedia.org/wiki/Biella-Cerrione_Airport,
6807,05AK,small_airport,Wasilla Creek Airpark,61.66830063,-149.1880035,620,NA,US,US-AK,Palmer,yes,05AK,,05AK,,,
38837,AR-0162,small_airport,Fortín De Gainza Airport,-34.5494,-63.1225,426,SA,AR,AR-B,Santa Regina,no,,,SRE,,,
6814,05CT,heliport,O And G Heliport,41.77370071,-73.11620331,600,NA,US,US-CT,Torrington,no,05CT,,05CT,,,
4339,LIMB,small_airport,Milano-Bresso Airfield,45.542198,9.20333,484,EU,IT,IT-25,Milano,no,LIMB,,MI08,http://www.aeroclubmilano.it,https://en.wikipedia.org/wiki/Bresso_Airport,"Bresso, Aeroclub Milano"
6819,05IA,small_airport,Spotts Field,43.13750076,-93.06829834,1155,NA,US,US-IA,Nora Springs,no,05IA,,05IA,,,
6821,05II,small_airport,Reichhart Airport,41.02870178,-84.99720001,795,NA,US,US-IN,New Haven,no,05II,,05II,,,
6823,05IN,small_airport,Cooper Airport,39.64199829,-86.5042038,860,NA,US,US-IN,Belleville,no,05IN,,05IN,,,
6824,05IS,small_airport,Hardy Airport,39.72589874,-89.26399994,605,NA,US,US-IL,Mount Auburn,no,05IS,,05IS,,,
6825,05KS,small_airport,Darbro Field,37.26620102,-95.959198,945,NA,US,US-KS,Elk City,no,05KS,,05KS,,,
6829,05LS,small_airport,Grass Roots Airport,31.25219917,-92.47579956,83,NA,US,US-LA,Alexandria,no,05LS,,05LS,,,
6831,05MA,heliport,Bentley Heliport,42.69120026,-70.91230011,80,NA,US,US-MA,Ipswich,no,05MA,,05MA,,,
6832,05MD,small_airport,Breezecroft Airport,39.25009918,-76.2052002,20,NA,US,US-MD,Chestertown,no,05MD,,05MD,,,
25911,WS17,small_airport,Pioneer Airport,43.985045,-88.576083,826,NA,US,US-WI,Oshkosh,no,WS17,,WS17,http://www.airventuremuseum.org/flightops/pioneerairport/,https://en.m.wikipedia.org/wiki/EAA_AirVenture_Museum#Pioneer_Airport,
6834,05MO,heliport,Portageville Community Heliport,36.42979813,-89.68009949,272,NA,US,US-MO,Portageville,no,05MO,,05MO,,,
6835,05MS,heliport,Va Medical Center Jackson Heliport,32.31890106,-90.16809845,359,NA,US,US-MS,Jackson,no,05MS,,05MS,,,
329892,05MT,small_airport,Jones Landing,45.815368,-111.152163,4364,NA,US,US-MT,Belgrade,no,05MT,,05MT,,,
4362,LIPR,medium_airport,Federico Fellini International Airport,44.020302,12.6117,40,EU,IT,IT-45,Rimini,yes,LIPR,RMI,RN01,http://www.riminiairport.com/english/,https://en.wikipedia.org/wiki/Federico_Fellini_International_Airport,Rimini Miramare Airport
6846,05PS,small_airport,Mills Brothers Airport,40.14279938,-77.86190033,1210,NA,US,US-PA,Burnt Cabins,no,05PS,,05PS,,,
29438,LIPV,small_airport,Venice-Lido Airfield,45.428299,12.3881,13,EU,IT,IT-34,Venezia,no,LIPV,,VE06,,https://en.wikipedia.org/wiki/Venice-Lido_Airport,"Giovanni Nicelli, Venice-San Nicolò, Venezia-Lido"
6855,05VA,small_airport,Providence Airport,37.2242012,-78.41860199,445,NA,US,US-VA,Farmville,no,05VA,,05VA,,,
45272,06AK,small_airport,June Lake Airpark,61.627619,-149.575331,425,NA,US,US-AK,Wasilla,no,06AK,,06AK,,,
29648,LJAJ,small_airport,Ajdovščina Airfield,45.889198,13.8869,381,EU,SI,SI-001,Ajdovscina,no,LJAJ,,,http://www.aeroklub-jk-ajdovscina.si/,,
6883,06MA,heliport,The Barn Heliport,42.69060135,-71.60900116,210,NA,US,US-MA,Pepperell,no,06MA,,06MA,,,
4388,LJPZ,medium_airport,Portoroz Airport,45.47340012,13.61499977,7,EU,SI,SI-090,Portoroz,no,LJPZ,POW,,http://www.portoroz-airport.si/,https://en.wikipedia.org/wiki/Portoro%C5%BE_Airport,Sečovlje
29722,LKBA,small_airport,Břeclav Airport,48.79000092,16.89249992,531,EU,CZ,CZ-JM,Břeclav,no,LKBA,,,,,
6895,06NY,small_airport,Murphy Field,42.84280014,-76.44529724,1100,NA,US,US-NY,Auburn,no,06NY,,06NY,,,
29773,LKCE,small_airport,Česká Lípa Airport,50.70940018,14.56669998,932,EU,CZ,CZ-LI,Česká Lípa,no,LKCE,,,,,
6905,06TA,small_airport,Glaser Field,30.90850067,-97.11689758,480,NA,US,US-TX,Buckholts,no,06TA,,06TA,,,
6906,06TE,small_airport,Ainsworth Airport,30.31270027,-95.02690125,129,NA,US,US-TX,Cleveland,no,06TE,,06TE,,,
29960,LKHC,small_airport,Hořice Airport,50.35720062,15.57670021,922,EU,CZ,CZ-KR,Hořice,no,LKHC,,,,,
38855,AR-0180,small_airport,Gonzalez Chaves Airport,-38.02939987,-60.13610077,636,SA,AR,AR-B,Gonzalez Chaves,no,,,GVZ,,,
4395,LKHK,small_airport,Hradec Králové Airport,50.253201,15.8452,791,EU,CZ,CZ-KR,Hradec Králové,no,LKHK,,,http://www.lshk.cz,https://en.wikipedia.org/wiki/Hradec_Kr%C3%A1lov%C3%A9_Airport,
6919,07CA,heliport,West Side Hospital Heliport,35.13890076,-119.4509964,850,NA,US,US-CA,Taft,no,07CA,,07CA,,,
30035,LKKO,small_airport,Kolín Airport,50.0019,15.1733,932,EU,CZ,CZ-ST,Kolín,no,LKKO,,,,,
30076,LKLB,small_airport,Liberec Airport,50.7682991,15.02499962,1329,EU,CZ,CZ-LI,Liberec,no,LKLB,,,,,
30074,LKLT,small_airport,Letňany Airfield,50.131401,14.5256,909,EU,CZ,CZ-PR,Letňany,no,LKLT,,,,,
30145,LKMB,small_airport,Mladá Boleslav Airport,50.3983,14.8983,781,EU,CZ,CZ-ST,Mladá Boleslav,no,LKMB,,,http://www.lkmb.cz,,
316441,LKPK,small_airport,Písek UL,49.339444,14.113889,1351,EU,CZ,CZ-JC,Písek,no,LKPK,,,,,
30073,LKPL,small_airport,Letkov Airport,49.72309875,13.45219994,1371,EU,CZ,CZ-PL,Letkov,no,LKPL,,,,,
6966,08B,small_airport,Merrymeeting Field,44,-69.88710022,65,NA,US,US-ME,Bowdoinham,no,08B,,08B,,,
4409,LKTB,medium_airport,Brno-Tuřany Airport,49.15129852,16.69440079,778,EU,CZ,CZ-JM,Brno,yes,LKTB,BRQ,,http://www.airport-brno.cz/index.php?id=0&lang=en,https://en.wikipedia.org/wiki/Brno-Tu%C5%99any_Airport,
30461,LKTD,small_airport,Letiště Tachov,49.797798,12.7069,1640,EU,CZ,CZ-PL,Tachov,no,LKTD,,,,,
6973,08FD,small_airport,Sunniland Ranch Airport,27.36310005,-80.77279663,65,NA,US,US-FL,Okeechobee,no,08FD,,08FD,,,
6980,08IS,small_airport,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,400,NA,US,US-IL,Du Quoin,no,08IS,,08IS,,,
30581,LKZB,small_airport,Letiště Zbraslavice,49.814201,15.2017,1621,EU,CZ,CZ-ST,Zbraslavice,no,LKZB,,,,https://en.wikipedia.org/wiki/Zbraslavice_Airport,
6991,08MO,small_airport,Twin Oaks Airport,37.39559937,-94.28379822,955,NA,US,US-MO,Jasper,no,08MO,,08MO,,,
6996,08ND,small_airport,Brecht Strip,47.32310104,-102.0979996,1990,NA,US,US-ND,Golden Valley,no,08ND,,08ND,,,
21580,LL23,closed,Meyer Airport,41.0172,-90.8778,580,NA,US,US-IL,Oquawka,no,,,,,,LL23
21588,LL33,small_airport,Rdh Farms Airport,40.57970047,-90.67970276,745,NA,US,US-IL,Good Hope,no,LL33,,LL33,,,
21597,LL44,small_airport,Trovero Airport,41.29859924,-89.10929871,625,NA,US,US-IL,Peru,no,LL44,,LL44,,,
21602,LL49,small_airport,Raymond Restricted Landing Area,39.06219864,-90.27220154,658,NA,US,US-IL,Jerseyville,no,LL49,,LL49,,,
21606,LL54,small_airport,Dunn Airport,41.7193985,-89.02999878,850,NA,US,US-IL,Paw Paw,no,LL54,,LL54,,,
25947,WS53,heliport,St Mary's Medical Center Heliport,42.73059845,-87.82689667,686,NA,US,US-WI,Racine,no,WS53,,WS53,,,
21626,LL90,small_airport,Mc Curdy Strip,42.44589996,-88.90010071,960,NA,US,US-IL,Rockton/Belvidere,no,LL90,,LL90,,,
7061,09XS,heliport,Baptist Medical Center Heliport,29.43300056,-98.49220276,710,NA,US,US-TX,San Antonio,no,09XS,,09XS,,,
4421,LLMZ,medium_airport,Bar Yehuda Airfield,31.32819939,35.3885994,-1266,AS,IL,IL-D,Masada,no,LLMZ,MTZ,,,https://en.wikipedia.org/wiki/Bar_Yehuda_Airfield,Masada Airfield
4423,LLOV,large_airport,Ovda International Airport,29.94029999,34.93579865,1492,AS,IL,IL-D,Eilat,yes,LLOV,VDA,,,https://en.wikipedia.org/wiki/Ovda_International_Airport,Ovda Air Force Base
7073,0AL1,small_airport,Resort Airport,30.44389915,-87.6568985,97,NA,US,US-AL,Foley,no,0AL1,,0AL1,,,
7077,0AL5,small_airport,Flomaton Airport,31.03219986,-87.25279999,247,NA,US,US-AL,Flomaton,no,0AL5,,0AL5,,,
43581,FR-0241,heliport,Remontées Mécaniques Heliport,46.14860916,6.581943989,4933,EU,FR,FR-ARA,Le Praz De Lys,no,,,,,,
7094,0AZ2,small_airport,Western Sky Airport,33.778166,-113.640625,1930,NA,US,US-AZ,Salome,no,0AZ2,,0AZ2,,,"salome, western sky"
7099,0B2,small_airport,Brewer Airport,44.76369858,-68.76779938,124,NA,US,US-ME,Brewer,no,0B2,,0B2,,,
7111,0CA4,small_airport,Shepherd Farm Airport,34.6222,-120.065002,660,NA,US,US-CA,Santa Ynez,no,0CA4,,0CA4,,,Shepherd Ranch
7112,0CA5,small_airport,Hoffman Private Airport,33.14310074,-116.7450027,3100,NA,US,US-CA,Santa Ysabel,no,0CA5,,0CA5,,,
7114,0CA7,heliport,Boeing Seal Beach (Rooftop) Heliport,33.75699997,-118.0879974,158,NA,US,US-CA,Seal Beach,no,0CA7,,0CA7,,,
7127,0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,37.11800003,-119.913002,500,NA,US,US-CA,Raymond,no,0CL0,,0CL0,,,
7130,0CL3,small_airport,John Nichol's Field Airport,32.6330986,-116.8929977,490,NA,US,US-CA,Chula Vista,no,0CL3,,0CL3,,,
7138,0CO1,small_airport,Dave's Airport,40.03329849,-105.1240005,5170,NA,US,US-CO,Louisville,no,0CO1,,0CO1,,,
43833,LOIE,heliport,Reutte Heliport,47.473027,10.711678,2822,EU,AT,AT-7,Reutte,no,LOIE,,,,,
7140,0CO3,closed,Greggs Nr 1 Airport,39.8894,-104.544997,5373,NA,US,US-CO,Bennett,no,,,,,,0CO3
43834,LOII,heliport,Hall in Tirol Hospital Heliport,47.281387,11.515834,1887,EU,AT,AT-7,Hall in Tirol,no,LOII,,,,,
7145,0CO8,small_airport,Cartwheel Airport,40.20830154,-105.0130005,5010,NA,US,US-CO,Mead,no,0CO8,,0CO8,,,
43840,LOIS,heliport,Swarovski Heliport,47.2947197,11.60016918,1818,EU,AT,AT-7,Wattens,no,,,,,,
43793,LOKA,heliport,Bodenlandeplatz/Ground-Landing Area Heliport,46.63527679,14.30749989,1458,EU,AT,AT-2,Klagenfurt,no,LOKA,,,,,
29463,LOKG,small_airport,Glainach Airport,46.532778,14.330833,1498,EU,AT,AT-2,Ferlach,no,LOKG,,,,,
7169,0FD9,small_airport,Joy Farms Airport,30.65209961,-86.10939789,290,NA,US,US-FL,Defuniak Springs,no,0FD9,,0FD9,,,
43800,LOKT,heliport,Villach Heliport,46.61569214,13.85717583,1732,EU,AT,AT-2,Villach,no,,,,,,
43804,LOKZ,heliport,Zwatzhof Heliport,46.97555542,14.2747221,2500,EU,AT,AT-2,Zwatzhof,no,,,,,,
7188,0GA6,small_airport,Sunset Strip,33.73339844,-83.81880188,780,NA,US,US-GA,Jersey,no,0GA6,,0GA6,,,
29474,LOLM,small_airport,Micheldorf Airport,47.87080002,14.125,1509,EU,AT,AT-4,Micheldorf,no,LOLM,,,,,
10573,3LL4,small_airport,Pillow Hill Airport,42.44720078,-88.20149994,815,NA,US,US-IL,Spring Grove,no,3LL4,,3LL4,,,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.35580063,-85.75119781,294,NA,US,US-AL,Fort Rucker Ozark,no,KLOR,LOR,LOR,,https://en.wikipedia.org/wiki/Lowe_Army_Heliport,
43821,LOSJ,heliport,St. Johann Im Pongau Heliport,47.39416885,13.22222233,1803,EU,AT,AT-5,St. Johann Im Pongau,no,,,,,,
4435,LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,1472,EU,AT,AT-2,Klagenfurt am Wörthersee,yes,LOWK,KLU,,http://www.klagenfurt-airport.com/,https://en.wikipedia.org/wiki/Klagenfurt_Airport,
7223,0II6,small_airport,Kropf Airport,41.64310074,-85.82969666,810,NA,US,US-IN,Goshen,no,0II6,,0II6,,,
4442,LPBR,medium_airport,Braga Municipal Aerodrome,41.58710098,-8.445139885,247,EU,PT,PT-03,Braga,no,LPBR,BGZ,,http://www.pelicano.com.pt/zp_braga.html,http://pt.wikipedia.org/wiki/Aer%C3%B3dromo_de_Braga,Aeródromo Municipal de Braga
321240,LPCD,heliport,Santa Comba Dão Heliport,40.398473,-8.134162,596,EU,PT,PT-18,Santa Comba Dão,no,LPCD,,,,,
323770,LPHB,heliport,Herdade da Brava Heliport,37.695354,-7.62045,604,EU,PT,PT-02,Herdade da Brava,no,LPHB,,,,,
323768,LPHC,heliport,Cascais Hospital Heliport,38.728828,-9.418976,370,EU,PT,PT-11,Cascais,no,LPHC,,,,,
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650,NA,US,US-IL,Quincy,no,0IS8,,0IS8,,,
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,NA,US,US-OK,Inola,no,,,0K6,,,
321235,LPMC,heliport,Macedo de Cavaleiros,41.52532,-6.966368,1781,EU,PT,PT-04,Macedo de Cavaleiros,no,LPMC,,,,,
30160,LPMO,small_airport,Morargil Airfield,38.993532,-8.14201,341,EU,PT,PT-12,Montargil,no,LPMO,,,,https://en.wikipedia.org/wiki/Morargil_Airport,
326800,LPPA,heliport,Padre Américo Hospital Helipad,41.195833,-8.31,724,EU,PT,PT-13,Penafiel,no,LPPA,,,,,
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360168,-82.8035965,1300,NA,US,US-KY,Whitesburg,no,0KY9,,0KY9,,,
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680,NA,US,US-NV,Goldfield,no,NV50,,NV50,,https://en.wikipedia.org/wiki/Goldfield_Airport,0L5
321231,LPPJ,heliport,Beja Heliport,38.058,-7.875403,631,EU,PT,PT-02,Beja,no,LPPJ,,,,,
7291,0LL9,closed,Savanna Army Depot Helipad,42.183399,-90.255698,650,NA,US,US-IL,Savanna,no,,,,,,0LL9
333337,LRBN,small_airport,Bistrița Airfield,47.158575,24.552311,,EU,RO,RO-BN,Bistrița,no,LRBN,,,,,
315660,LRPT,small_airport,Aerodromul Geamăna,44.8162779,24.8941665,,EU,RO,RO-AG,Aerodromul Geamăna,no,LRPT,,,,,Aerodromul Geamăna
11681,4PA4,heliport,UPMC Susquehanna Lock Haven Heliport,41.132176,-77.470891,720,NA,US,US-PA,Lock Haven,no,4PA4,,4PA4,,,
21641,LS07,heliport,Lsu Health Science Center Heliport,32.48059845,-93.7621994,336,NA,US,US-LA,Shreveport,no,LS07,,LS07,,,
21645,LS11,closed,Liddieville Airport,32.1535,-91.843696,73,NA,US,US-LA,Winnsboro,no,,,,,,LS11
7348,0MO9,heliport,Emerson Heliport,38.72949982,-90.27839661,575,NA,US,US-MO,Ferguson,no,0MO9,,0MO9,,,
7351,0MS2,small_airport,Morgan Field,31.54179955,-89.39170074,300,NA,US,US-MS,Seminary,no,0MS2,,0MS2,,,
21651,LS17,heliport,Jack Kent Heliport,30.06599998,-89.61889648,,NA,US,US-LA,Slidell,no,LS17,,LS17,,,
21663,LS29,closed,South 40 Heliport,30.123501,-93.251801,16,NA,US,US-LA,Lake Charles,no,,,,,,LS29
7370,0MU2,heliport,Christian Hospital Northeast Heliport,38.7745018,-90.23899841,520,NA,US,US-MO,Florissant,no,0MU2,,0MU2,,,
7371,0MU3,heliport,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744,NA,US,US-MO,Hannibal,no,0MU3,,0MU3,,,
7375,0MU7,small_airport,Lambs Field,38.875,-94.13970184,1070,NA,US,US-MO,Lone Jack,no,0MU7,,0MU7,,,
7385,0NA9,small_airport,Boyd's Turf Airport,46.75,-103.8010025,2750,NA,US,US-ND,Golva,no,0NA9,,0NA9,,,
21693,LS60,heliport,East Field,30.25130081,-91.08650208,17,NA,US,US-LA,St Gabriel,no,LS60,,LS60,,,
21695,LS62,heliport,Burns Point Plant Heliport,29.57159996,-91.53209686,2,NA,US,US-LA,Centerville,no,LS62,,LS62,,,
7406,0NJ0,heliport,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,82,NA,US,US-NJ,Atlantic City,no,0NJ0,,0NJ0,,,
21708,LS76,small_airport,Hickham Field,30.46269989,-90.17009735,25,NA,US,US-LA,Covington,no,LS76,,LS76,,,
7417,0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019958,450,NA,US,US-NY,Central Square,no,0NK1,,0NK1,,,
7422,0NK6,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280,NA,US,US-NY,Marathon,no,0NK6,,0NK6,,,
7427,0NM7,small_airport,Negrito Airstrip,33.52090073,-108.5429993,8143,NA,US,US-NM,Reserve,no,0NM7,,0NM7,,,
7435,0NY8,small_airport,Wenskoski Field,42.99729919,-74.24539948,800,NA,US,US-NY,Perth,no,0NY8,,0NY8,,,
29497,LSGN,small_airport,Neuchatel Airport,46.95750046,6.864719868,1427,EU,CH,CH-NE,,no,LSGN,QNC,,http://www.neuchatel-airport.ch,,
29498,LSGP,small_airport,La Côte Airport,46.40639877,6.258059978,1352,EU,CH,CH-VD,La Côte,no,LSGP,,,,,
4494,LSMD,medium_airport,Dübendorf Air Base,47.39860153,8.648229599,1470,EU,CH,CH-ZH,Zurich,no,LSMD,,,,,
29513,LSPV,small_airport,Wangen-Lachen Airfield,47.2047,8.8675,1335,EU,CH,CH-SZ,,no,LSPV,,,http://www.flugplatzwangen.ch/,,
324130,LSXG,heliport,Gsteigwiler Heliport,46.647697,7.878219,,EU,CH,CH-BE,Gsteigwiler,no,LSXG,,,,,
43114,LSXH,heliport,Holziken Heliport,47.31432343,8.026514053,,EU,CH,CH-AG,Holziken,no,LSXH,,,,,
7488,0PN2,small_airport,Flying Acres Airport,41.07310104,-80.07029724,1247,NA,US,US-PA,Slippery Rock,no,0PN2,,0PN2,,,
7500,0PS4,small_airport,Old Orchard Airport,41.00839996,-78.56089783,1980,NA,US,US-PA,Curwensville,no,0PS4,,0PS4,,,
