rule,support_ratio,confidence,conciseness
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index >= t1.p_index_with_unequal_a_index ^ t0.author_affiliations = t1.author_affiliations  ->  t0.citations <= t1.citations,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '1' ^ t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index ^ t0.p_index >= t1.p_index  ->  t0.published_papers = '2',0.0001939058171745152,0.875,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.citations <= t1.citations  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.0001662049861495845,0.8571428571428571,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.p_index <= t1.p_index  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.0002770083102493075,0.9090909090909092,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.p_index_with_unequal_a_index = '0.0000'  ->  t1.p_index = '0.0000',0.002326869806094183,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.p_index = t1.p_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_id = t1.author_id  ->  t0.h_index <= t1.h_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.author_affiliations = t1.author_affiliations  ->  t0.published_papers <= t1.published_papers,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_id = t1.author_id  ->  t0.p_index = t1.p_index,0.000332409972299169,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.author_id = t1.author_id  ->  t0.citations <= t1.citations,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t1.p_index = '0.3333' ^ t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index  ->  t0.h_index <= t1.h_index,0.001329639889196676,0.9056603773584906,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.h_index = '0' ^ t0.author_id = t1.author_id  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.citations <= t1.citations ^ t0.published_papers >= t1.published_papers  ->  t1.p_index = '0.3333',0.0001662049861495845,0.8571428571428571,0.25
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.p_index = t1.p_index  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.00221606648199446,0.9638554216867471,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.h_index = '2'  ->  t1.citations = '0',0.002908587257617729,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.p_index = t1.p_index  ->  t0.citations <= t1.citations,0.0022991689750692518,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index = t1.p_index  ->  t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.3333' ^ t0.citations <= t1.citations ^ t0.p_index_with_unequal_a_index >= t1.p_index_with_unequal_a_index  ->  t0.published_papers = '2',8.310249307479225e-05,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t1.published_papers = '14',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index >= t1.p_index_with_unequal_a_index ^ t0.author_affiliations = t1.author_affiliations  ->  t0.h_index <= t1.h_index,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '0' ^ t0.published_papers = '2'  ->  t0.p_index <= t1.p_index,0.003434903047091413,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t1.p_index = '0.0000'  ->  t0.h_index = '0',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.citations <= t1.citations  ->  t0.p_index <= t1.p_index,0.003878116343490305,0.9333333333333332,0.5
aminer(t0) ^aminer(t1) ^ t0.author_name = t1.author_name  ->  t1.p_index = '0.0000',0.000221606648199446,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '0' ^ t0.author_name = t1.author_name  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations = t1.citations  ->  t1.published_papers = '14',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '0' ^ t0.author_affiliations = t1.author_affiliations  ->  t0.p_index <= t1.p_index,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.research_interests = t1.research_interests  ->  t1.published_papers = '14',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index ^ t0.p_index >= t1.p_index  ->  t0.published_papers = '2',5.540166204986149e-05,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.h_index = '0'  ->  t0.p_index = t1.p_index,0.00221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.p_index = t1.p_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.published_papers <= t1.published_papers ^ t0.citations <= t1.citations  ->  t1.p_index = '0.3333',0.0001662049861495845,0.8571428571428571,0.25
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t1.p_index = '0.3333'  ->  t0.citations <= t1.citations,0.0018836565096952906,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_affiliations = t1.author_affiliations  ->  t0.author_name = t1.author_name,0.0001662049861495845,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.h_index <= t1.h_index  ->  t0.citations <= t1.citations,8.310249307479225e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_name = t1.author_name  ->  t0.research_interests = t1.research_interests,0.000332409972299169,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.author_affiliations = t1.author_affiliations  ->  t0.published_papers = t1.published_papers,0.0001662049861495845,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.published_papers = '2' ^ t0.published_papers <= t1.published_papers  ->  t0.h_index = '1',0.0004155124653739612,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.research_interests = t1.research_interests,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.h_index >= t1.h_index  ->  t1.citations = '0',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.citations = t1.citations  ->  t0.author_affiliations = t1.author_affiliations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_id = t1.author_id ^ t0.author_name = t1.author_name  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.000221606648199446,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.h_index >= t1.h_index ^ t0.author_id = t1.author_id  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_name = t1.author_name ^ t0.author_affiliations = t1.author_affiliations ^ t0.research_interests = t1.research_interests  ->  t0.p_index <= t1.p_index,0.000110803324099723,1.0,0.25
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.p_index = t1.p_index,0.00221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t1.p_index = '0.0000'  ->  t0.p_index_with_unequal_a_index = '0.0000',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.venue = t1.venue  ->  t0.year = t1.year,0.00038781163434903045,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.3333' ^ t0.published_papers >= t1.published_papers ^ t0.p_index_with_unequal_a_index >= t1.p_index_with_unequal_a_index  ->  t0.h_index = '0',0.0017728531855955676,0.8767123287671232,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.citations <= t1.citations  ->  t1.published_papers = '14',0.0003601108033240997,0.9285714285714286,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.research_interests = t1.research_interests,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.p_index_with_unequal_a_index = '0.0000'  ->  t0.p_index <= t1.p_index,0.0021606648199445984,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_name = t1.author_name ^ t0.research_interests = t1.research_interests  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.h_index = '0'  ->  t0.p_index_with_unequal_a_index = '0.0000',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers <= t1.published_papers ^ t0.author_affiliations = t1.author_affiliations  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.citations <= t1.citations  ->  t0.p_index_with_unequal_a_index = '0.0000',0.00221606648199446,0.9195402298850576,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.citations <= t1.citations  ->  t0.h_index = '0',0.00221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.citations = t1.citations  ->  t0.p_index = t1.p_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.citations <= t1.citations  ->  t0.h_index = '1',0.0008033240997229918,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.paper_title = t1.paper_title  ->  t0.paper_affiliations = t1.paper_affiliations,0.000332409972299169,0.8571428571428571,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index <= t1.p_index  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.00030470914127423825,0.9166666666666666,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index = t1.p_index  ->  t0.author_affiliations = t1.author_affiliations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.p_index_with_unequal_a_index = '0.0000'  ->  t0.h_index = '0',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_id = t1.author_id  ->  t0.citations = t1.citations,0.000332409972299169,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.published_papers <= t1.published_papers ^ t0.citations <= t1.citations ^ t0.p_index_with_unequal_a_index >= t1.p_index_with_unequal_a_index  ->  t0.p_index <= t1.p_index,2.770083102493075e-05,1.0,0.2
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.h_index = '0'  ->  t1.p_index = '0.0000',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.author_name = t1.author_name  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.research_interests = t1.research_interests  ->  t0.author_id = t1.author_id,0.000332409972299169,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t1.p_index = '0.3333',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.p_index = t1.p_index  ->  t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index,0.00221606648199446,0.9638554216867471,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.p_index <= t1.p_index ^ t0.h_index >= t1.h_index  ->  t0.published_papers = '2',5.540166204986149e-05,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.author_name = t1.author_name  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.published_papers = '1' ^ t0.p_index >= t1.p_index  ->  t1.citations = '0',0.002659279778393352,0.8648648648648649,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.citations = t1.citations  ->  t0.research_interests = t1.research_interests,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t1.p_index = '0.3333'  ->  t0.h_index = '0',0.002326869806094183,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.0000' ^ t0.author_name = t1.author_name  ->  t0.h_index <= t1.h_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.citations = t1.citations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.citations = t1.citations  ->  t0.author_affiliations = t1.author_affiliations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index <= t1.h_index  ->  t1.published_papers = '14',8.310249307479225e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.0000' ^ t0.h_index = '1'  ->  t1.citations = '0',0.0037396121883656506,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_id = t1.author_id ^ t0.author_name = t1.author_name  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.p_index_with_unequal_a_index = '0.0000'  ->  t1.citations = '0',0.0034903047091412744,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index >= t1.p_index ^ t0.research_interests = t1.research_interests  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.published_papers = '14' ^ t0.research_interests = t1.research_interests  ->  t0.author_affiliations = t1.author_affiliations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.3333' ^ t0.citations <= t1.citations  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.001994459833795014,0.96,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '1' ^ t0.h_index = '1' ^ t0.citations <= t1.citations  ->  t1.p_index = '0.3333',0.0001662049861495845,0.8571428571428571,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.citations = '3' ^ t0.p_index <= t1.p_index  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.002631578947368421,0.8796296296296297,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.author_id = t1.author_id  ->  t0.h_index <= t1.h_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.author_id = t1.author_id  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.p_index = t1.p_index  ->  t0.author_name = t1.author_name,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.venue = t1.venue  ->  t0.paper_id = t1.paper_id,0.00038781163434903045,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '2' ^ t0.published_papers <= t1.published_papers ^ t0.citations <= t1.citations  ->  t0.h_index = '1',0.000110803324099723,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.0000' ^ t0.research_interests = t1.research_interests  ->  t0.h_index <= t1.h_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.paper_id = t1.paper_id  ->  t0.year = t1.year,0.00038781163434903045,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '1' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.published_papers = t1.published_papers,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_name = t1.author_name  ->  t0.h_index = '0',0.000221606648199446,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.citations <= t1.citations ^ t0.author_name = t1.author_name ^ t0.author_affiliations = t1.author_affiliations  ->  t0.published_papers <= t1.published_papers,0.000110803324099723,1.0,0.3333333333333333
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.published_papers = '2'  ->  t0.p_index <= t1.p_index,0.003434903047091413,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.author_name = t1.author_name  ->  t0.h_index = '2',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t0.author_name = t1.author_name  ->  t0.h_index = '1',5.540166204986149e-05,1.0,1.0
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.0000' ^ t0.author_affiliations = t1.author_affiliations  ->  t0.published_papers <= t1.published_papers,0.000110803324099723,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.research_interests = t1.research_interests  ->  t0.p_index <= t1.p_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.paper_id = t1.paper_id  ->  t0.author = t1.author,0.000332409972299169,0.8571428571428571,1.0
aminer(t0) ^aminer(t1) ^ t0.h_index = '0' ^ t0.author_name = t1.author_name  ->  t0.citations <= t1.citations,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t1.p_index = '0.0000' ^ t0.research_interests = t1.research_interests  ->  t0.p_index_with_unequal_a_index <= t1.p_index_with_unequal_a_index,0.000221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.p_index_with_unequal_a_index = t1.p_index_with_unequal_a_index  ->  t0.citations = t1.citations,0.00221606648199446,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.published_papers = '2' ^ t0.author_name = t1.author_name  ->  t0.citations <= t1.citations,5.540166204986149e-05,1.0,0.5
aminer(t0) ^aminer(t1) ^ t0.p_index_with_unequal_a_index = '0.0000' ^ t0.published_papers = '2'  ->  t0.citations <= t1.citations,0.003434903047091413,1.0,0.5
